,test,style,body,color,fuel,doors,production_date,transmission,engine_displacement,engine_power,mileage,drive_type,wheel,owners,price
4105,0,118i ,хэтчбек,синий,бензин,5,2005,автоматическая,2.0,129.0,268500.0,задний,Левый,3.0,375000.0
4106,0,30d ,внедорожник,коричневый,дизель,5,2018,автоматическая,3.0,249.0,26852.0,полный,Левый,1.0,3779000.0
4107,0,520i ,седан,чёрный,бензин,4,2002,механическая,2.2,170.0,269000.0,задний,Левый,4.0,280000.0
4108,0,525i ,седан,синий,бензин,4,2003,механическая,2.5,192.0,269000.0,задний,Левый,3.0,550000.0
4109,0,525xi ,седан,коричневый,бензин,4,2007,автоматическая,2.5,218.0,269300.0,полный,Левый,3.0,540000.0
4110,0,750Li ,седан,чёрный,бензин,4,2009,автоматическая,4.4,407.0,269425.0,задний,Левый,4.0,608000.0
4111,0,730d xDrive Steptronic ,седан,чёрный,дизель,4,2019,автоматическая,3.0,249.0,2700.0,полный,Левый,1.0,7109997.0
4112,0,4.4 Competition,седан,серый,бензин,4,2019,автоматическая,4.4,625.0,2700.0,полный,Левый,1.0,8411998.0
4113,0,730i Steptronic ,седан,чёрный,бензин,4,2018,автоматическая,2.0,249.0,27000.0,задний,Левый,2.0,3350000.0
4114,0,30d ,внедорожник,чёрный,дизель,5,2016,автоматическая,3.0,249.0,27000.0,полный,Левый,1.0,3100000.0
4115,0,320i ,седан,серый,бензин,4,2001,автоматическая,2.2,170.0,270000.0,задний,Левый,3.0,340000.0
4116,0,330i ,купе,чёрный,бензин,2,2002,автоматическая,3.0,231.0,270000.0,задний,Левый,4.0,480000.0
4117,0,3.0i ,внедорожник,чёрный,бензин,5,2006,автоматическая,3.0,231.0,270000.0,полный,Левый,4.0,595000.0
4118,0,3.0si ,внедорожник,чёрный,бензин,5,2007,автоматическая,3.0,272.0,270000.0,полный,Левый,2.0,550000.0
4119,0,3.0si ,внедорожник,чёрный,бензин,5,2008,автоматическая,3.0,272.0,270000.0,полный,Левый,2.0,750000.0
4120,0,760i ,седан,чёрный,бензин,4,2003,автоматическая,6.0,445.0,270000.0,задний,Левый,3.0,230000.0
4121,0,3.0i ,внедорожник,чёрный,бензин,5,2005,автоматическая,3.0,231.0,270000.0,полный,Левый,4.0,599000.0
4122,0,30i ,внедорожник,синий,бензин,5,2008,автоматическая,3.0,272.0,270000.0,полный,Левый,4.0,750000.0
4123,0,520i ,седан,серебристый,бензин,4,2005,автоматическая,2.2,170.0,270000.0,задний,Левый,4.0,500000.0
4124,0,735i ,седан,чёрный,бензин,4,2002,автоматическая,3.6,272.0,270000.0,задний,Левый,2.0,350000.0
4125,0,25i ,внедорожник,серый,бензин,5,2004,автоматическая,2.5,192.0,270000.0,полный,Левый,3.0,430000.0
4126,0,3.0i ,внедорожник,серебристый,бензин,5,2002,автоматическая,3.0,231.0,270000.0,полный,Левый,4.0,420000.0
4127,0,3.0d ,внедорожник,чёрный,дизель,5,2005,автоматическая,3.0,218.0,270000.0,полный,Левый,3.0,749999.0
4128,0,3.0i ,внедорожник,серый,бензин,5,2005,автоматическая,3.0,231.0,270000.0,полный,Левый,3.0,539999.0
4129,0,320i ,седан,синий,бензин,4,1997,автоматическая,2.0,150.0,270000.0,задний,Левый,3.0,330000.0
4130,0,325xi ,седан,чёрный,бензин,4,2004,автоматическая,2.5,192.0,270000.0,полный,Левый,4.0,370000.0
4131,0,3.0si ,внедорожник,синий,бензин,5,2007,автоматическая,3.0,272.0,270000.0,полный,Левый,3.0,510000.0
4132,0,323i ,седан,синий,бензин,4,1997,механическая,2.5,170.0,270000.0,задний,Левый,3.0,180000.0
4133,0,750i ,седан,чёрный,бензин,4,2008,автоматическая,4.8,367.0,270000.0,задний,Левый,4.0,520000.0
4134,0,116i ,хэтчбек,красный,бензин,5,2008,автоматическая,1.6,115.0,270000.0,задний,Левый,1.0,515000.0
4135,0,320i ,седан,серый,бензин,4,1991,механическая,2.0,150.0,270000.0,задний,Левый,4.0,160000.0
4136,0,535i ,седан,чёрный,бензин,4,2000,автоматическая,3.5,245.0,270000.0,задний,Левый,3.0,300000.0
4137,0,525i ,седан,чёрный,бензин,4,2006,автоматическая,2.5,218.0,270000.0,задний,Левый,1.0,480000.0
4138,0,745i ,седан,серый,бензин,4,2001,автоматическая,4.4,333.0,270000.0,задний,Левый,4.0,350000.0
4139,0,750i xDrive ,седан,серый,бензин,4,2008,автоматическая,4.4,407.0,270000.0,полный,Левый,4.0,730000.0
4140,0,3.0i ,внедорожник,чёрный,бензин,5,2002,автоматическая,3.0,231.0,270000.0,полный,Левый,4.0,590000.0
4141,0,30d ,внедорожник,чёрный,дизель,5,2019,автоматическая,3.0,249.0,27010.0,полный,Левый,1.0,4060000.0
4142,0,3.0i ,внедорожник,серебристый,бензин,5,2001,автоматическая,3.0,231.0,270325.0,полный,Левый,3.0,480000.0
4143,0,530d ,седан,чёрный,дизель,4,2010,автоматическая,3.0,245.0,270500.0,задний,Левый,2.0,1100000.0
4144,0,20d xDrive Steptronic ,внедорожник,белый,дизель,5,2016,автоматическая,2.0,190.0,27084.0,полный,Левый,1.0,1700000.0
4145,0,323i ,купе,серебристый,бензин,2,1999,автоматическая,2.5,170.0,271000.0,задний,Левый,4.0,300000.0
4146,0,645i ,купе,чёрный,бензин,2,2004,автоматическая,4.4,333.0,271000.0,задний,Левый,4.0,520000.0
4147,0,4.6is ,внедорожник,голубой,бензин,5,2003,автоматическая,4.6,347.0,271000.0,полный,Левый,4.0,420000.0
4148,0,530i ,седан,серебристый,бензин,4,2002,автоматическая,3.0,231.0,272000.0,задний,Левый,4.0,350000.0
4149,0,3.0i ,внедорожник,серебристый,бензин,5,2003,автоматическая,3.0,231.0,272300.0,полный,Левый,4.0,500000.0
4150,0,530i ,седан,чёрный,бензин,4,2008,автоматическая,3.0,272.0,272500.0,задний,Левый,3.0,850000.0
4151,0,750i ,седан,чёрный,бензин,4,2006,автоматическая,4.8,367.0,272600.0,задний,Левый,1.0,1150000.0
4152,0,118d ,хэтчбек,синий,дизель,5,2005,механическая,2.0,122.0,273000.0,задний,Левый,3.0,350000.0
4153,0,318d ,универсал,чёрный,дизель,5,2007,механическая,2.0,122.0,273821.0,задний,Левый,1.0,467000.0
4154,0,528i ,седан,белый,бензин,4,1996,механическая,2.8,193.0,273900.0,задний,Левый,4.0,240000.0
4155,0,323i ,седан,голубой,бензин,4,2000,автоматическая,2.5,170.0,274000.0,задний,Левый,4.0,323000.0
4156,0,316i ,хэтчбек,чёрный,бензин,3,1997,механическая,1.6,102.0,274000.0,задний,Левый,2.0,82500.0
4157,0,323i ,седан,синий,бензин,4,2000,автоматическая,2.5,170.0,274000.0,задний,Левый,4.0,260000.0
4158,0,530d ,седан,чёрный,дизель,4,2002,автоматическая,2.9,193.0,274000.0,задний,Левый,1.0,180000.0
4159,0,525i ,седан,чёрный,бензин,4,2003,автоматическая,2.5,192.0,274000.0,задний,Левый,3.0,400000.0
4160,0,318i ,седан,зелёный,бензин,4,2000,механическая,1.9,118.0,274070.0,задний,Левый,2.0,250000.0
4161,0,520d xDrive Steptronic ,седан,белый,дизель,4,2019,автоматическая,2.0,190.0,2742.0,полный,Левый,1.0,2790000.0
4162,0,530i ,седан,чёрный,бензин,4,2001,автоматическая,3.0,231.0,275000.0,задний,Левый,4.0,430000.0
4163,0,525i ,седан,синий,бензин,4,2003,автоматическая,2.5,192.0,275000.0,задний,Левый,4.0,505000.0
4164,0,325xi ,седан,серебристый,бензин,4,2001,автоматическая,2.5,192.0,275753.0,полный,Левый,3.0,600000.0
4165,0,750Li xDrive ,седан,чёрный,бензин,4,2010,автоматическая,4.4,407.0,276092.0,полный,Левый,1.0,850000.0
4166,0,318i ,седан,серебристый,бензин,4,1997,механическая,1.8,115.0,276252.0,задний,Левый,4.0,135000.0
4167,0,3.0i ,внедорожник,чёрный,бензин,5,2002,автоматическая,3.0,231.0,276267.0,полный,Левый,3.0,400000.0
4168,0,630i ,купе,синий,бензин,2,2006,автоматическая,3.0,258.0,276300.0,задний,Левый,3.0,550000.0
4169,0,3.0i ,внедорожник,чёрный,бензин,5,2004,автоматическая,3.0,231.0,276337.0,полный,Левый,4.0,550000.0
4170,0,530i xDrive Steptronic ,седан,чёрный,бензин,4,2018,автоматическая,2.0,249.0,27683.0,полный,Левый,1.0,2889000.0
4171,0,3.0d ,внедорожник,чёрный,дизель,5,2007,автоматическая,3.0,235.0,277000.0,полный,Левый,4.0,830000.0
4172,0,520i ,седан,чёрный,бензин,4,1998,механическая,2.0,150.0,277000.0,задний,Левый,4.0,245000.0
4173,0,520i ,седан,серый,бензин,4,1989,механическая,2.0,150.0,277111.0,задний,Левый,4.0,35000.0
4174,0,3.0i ,внедорожник,синий,бензин,5,2003,автоматическая,3.0,231.0,277877.0,полный,Левый,4.0,500000.0
4175,0,320i ,седан,серый,бензин,4,2000,механическая,2.0,150.0,278000.0,задний,Левый,4.0,290000.0
4176,0,320d ,седан,чёрный,дизель,4,2004,механическая,2.0,150.0,278000.0,задний,Левый,4.0,330000.0
4177,0,320i ,седан,зелёный,бензин,4,2002,автоматическая,2.2,170.0,278000.0,задний,Левый,4.0,300000.0
4178,0,320i ,седан,чёрный,бензин,4,2005,автоматическая,2.0,150.0,278000.0,задний,Левый,1.0,380000.0
4179,0,3.0d ,внедорожник,серый,дизель,5,2003,автоматическая,3.0,218.0,278000.0,полный,Левый,2.0,720000.0
4180,0,530d xDrive Steptronic ,седан,белый,дизель,4,2018,автоматическая,3.0,249.0,27819.0,полный,Левый,3.0,3199000.0
4181,0,30d ,внедорожник,голубой,дизель,5,2019,автоматическая,3.0,249.0,27859.0,полный,Левый,1.0,3979000.0
4182,0,520d xDrive Steptronic ,седан,синий,дизель,4,2019,автоматическая,2.0,190.0,2789.0,полный,Левый,1.0,3403664.0
4183,0,528i xDrive ,седан,чёрный,бензин,4,2012,автоматическая,2.0,245.0,279000.0,полный,Левый,2.0,850000.0
4184,0,3.0d ,внедорожник,чёрный,дизель,5,2009,автоматическая,3.0,235.0,279000.0,полный,Левый,3.0,1199000.0
4185,0,30d ,внедорожник,белый,дизель,5,2019,автоматическая,3.0,249.0,27982.0,полный,Левый,1.0,4056000.0
4186,0,525i ,седан,чёрный,бензин,4,2006,автоматическая,2.5,218.0,279898.0,задний,Левый,4.0,580000.0
4187,0,20d xDrive ,внедорожник,коричневый,дизель,5,2015,автоматическая,2.0,190.0,28000.0,полный,Левый,2.0,2150000.0
4188,0,4.4,внедорожник,серый,бензин,5,2016,автоматическая,4.4,575.0,28000.0,полный,Левый,3.0,4490000.0
4189,0,30d xDrive ,внедорожник,белый,дизель,5,2016,автоматическая,3.0,249.0,28000.0,полный,Левый,2.0,2500000.0
4190,0,4.4,внедорожник,чёрный,бензин,5,2018,автоматическая,4.4,575.0,28000.0,полный,Левый,1.0,5898999.0
4191,0,40d ,внедорожник,чёрный,дизель,5,2014,автоматическая,3.0,306.0,28000.0,полный,Левый,1.0,2600000.0
4192,0,520i ,седан,серебристый,бензин,4,1998,механическая,2.0,150.0,280000.0,задний,Левый,4.0,190000.0
4193,0,525xi ,седан,чёрный,бензин,4,2005,автоматическая,2.5,218.0,280000.0,полный,Левый,3.0,550000.0
4194,0,320i ,седан,синий,бензин,4,1999,механическая,2.0,150.0,280000.0,задний,Левый,1.0,330000.0
4195,0,3.0i ,внедорожник,серебристый,бензин,5,2000,автоматическая,3.0,231.0,280000.0,полный,Левый,4.0,365000.0
4196,0,3.0i ,внедорожник,чёрный,бензин,5,2004,автоматическая,3.0,231.0,280000.0,полный,Левый,4.0,450000.0
4197,0,30i ,внедорожник,серый,бензин,5,2004,автоматическая,3.0,231.0,280000.0,полный,Левый,4.0,500000.0
4198,0,318i ,седан,синий,бензин,4,2004,механическая,2.0,143.0,280000.0,задний,Левый,3.0,320000.0
4199,0,30i ,внедорожник,голубой,бензин,5,2005,автоматическая,3.0,231.0,280000.0,полный,Левый,4.0,440000.0
4200,0,525i ,седан,красный,бензин,4,2005,автоматическая,2.5,218.0,280000.0,задний,Левый,4.0,485000.0
4201,0,330xi ,седан,белый,бензин,4,2001,автоматическая,3.0,231.0,280000.0,полный,Левый,3.0,450000.0
4202,0,523i ,седан,зелёный,бензин,4,1999,автоматическая,2.5,170.0,280000.0,задний,Левый,4.0,260000.0
4203,0,3.0i ,внедорожник,серебристый,бензин,5,2004,автоматическая,3.0,231.0,280000.0,полный,Левый,4.0,530000.0
4204,0,525i ,седан,чёрный,бензин,4,1993,механическая,2.5,192.0,280000.0,задний,Левый,4.0,200000.0
4205,0,320i ,седан,зелёный,бензин,4,2003,автоматическая,2.2,170.0,280000.0,задний,Левый,4.0,335000.0
4206,0,320i ,седан,чёрный,бензин,4,2005,автоматическая,2.0,150.0,280000.0,задний,Левый,4.0,478000.0
4207,0,3.0i ,внедорожник,чёрный,бензин,5,2002,автоматическая,3.0,231.0,280000.0,полный,Левый,4.0,570000.0
4208,0,740i ,седан,серый,бензин,4,1997,автоматическая,4.4,286.0,280000.0,задний,Левый,3.0,220000.0
4209,0,316i ,седан,чёрный,бензин,4,1999,механическая,1.6,105.0,280000.0,задний,Левый,3.0,350000.0
4210,0,3.0i ,внедорожник,бежевый,бензин,5,2005,автоматическая,3.0,231.0,280000.0,полный,Левый,3.0,600000.0
4211,0,318i ,седан,синий,бензин,4,1998,механическая,1.9,118.0,280000.0,задний,Левый,4.0,155000.0
4212,0,325i ,кабриолет,белый,бензин,2,2001,автоматическая,2.5,192.0,280000.0,задний,Левый,3.0,300000.0
4213,0,523i ,седан,серый,бензин,4,1996,механическая,2.5,170.0,280000.0,задний,Левый,4.0,200000.0
4214,0,540i ,седан,серебристый,бензин,4,2001,автоматическая,4.4,286.0,280000.0,задний,Левый,4.0,290000.0
4215,0,740Li ,седан,зелёный,бензин,4,2001,автоматическая,4.4,286.0,280000.0,задний,Левый,4.0,230000.0
4216,0,745Li ,седан,серебристый,бензин,4,2002,автоматическая,4.4,333.0,280000.0,задний,Левый,4.0,380000.0
4217,0,730d ,седан,чёрный,дизель,4,2003,автоматическая,3.0,218.0,280000.0,задний,Левый,4.0,530000.0
4218,0,M50d xDrive Steptronic ,внедорожник,чёрный,дизель,5,2018,автоматическая,3.0,400.0,28009.0,полный,Левый,1.0,6119000.0
4219,0,745Li ,седан,чёрный,бензин,4,2002,автоматическая,4.4,333.0,280123.0,задний,Левый,4.0,459999.0
4220,0,523i ,седан,чёрный,бензин,4,2011,автоматическая,2.5,204.0,280132.0,задний,Левый,1.0,644000.0
4221,0,523i ,седан,серый,бензин,4,1999,автоматическая,2.5,170.0,280186.0,задний,Левый,4.0,244000.0
4222,0,M50d ,внедорожник,серый,дизель,5,2019,автоматическая,3.0,400.0,2806.0,полный,Левый,1.0,8768497.0
4223,0,523i ,седан,чёрный,бензин,4,2011,автоматическая,2.5,204.0,280956.0,задний,Левый,1.0,779790.0
4224,0,30d ,внедорожник,чёрный,дизель,5,2008,автоматическая,3.0,235.0,281000.0,полный,Левый,3.0,1100000.0
4225,0,525xi ,седан,белый,бензин,4,2009,автоматическая,3.0,218.0,281000.0,полный,Левый,2.0,539000.0
4226,0,20i ,внедорожник,белый,бензин,5,2009,механическая,2.0,150.0,281000.0,полный,Левый,2.0,670000.0
4227,0,30d ,внедорожник,серебристый,дизель,5,2004,автоматическая,3.0,204.0,281802.0,полный,Левый,3.0,579000.0
4228,0,325i ,седан,зелёный,бензин,4,1994,автоматическая,2.5,192.0,282000.0,задний,Левый,4.0,140000.0
4229,0,35d ,внедорожник,чёрный,дизель,5,2009,автоматическая,3.0,286.0,282000.0,полный,Левый,4.0,840000.0
4230,0,320d ,седан,чёрный,дизель,4,2007,автоматическая,2.0,177.0,282000.0,задний,Левый,1.0,449000.0
4231,0,18d xDrive Steptronic ,внедорожник,чёрный,дизель,5,2017,автоматическая,2.0,150.0,28247.0,полный,Левый,1.0,1920000.0
4232,0,525d xDrive ,седан,чёрный,дизель,4,2015,автоматическая,2.0,218.0,282602.0,полный,Левый,1.0,1095000.0
4233,0,520d ,седан,синий,дизель,4,2016,автоматическая,2.0,190.0,28300.0,задний,Левый,1.0,2100000.0
4234,0,525i ,седан,серый,бензин,4,2004,автоматическая,2.5,192.0,283000.0,задний,Левый,3.0,525000.0
4235,0,325i ,седан,чёрный,бензин,4,2001,автоматическая,2.5,192.0,283000.0,задний,Левый,3.0,350000.0
4236,0,520i ,седан,чёрный,бензин,4,2002,автоматическая,2.2,170.0,283000.0,задний,Левый,4.0,240000.0
4237,0,525i ,седан,чёрный,бензин,4,2001,автоматическая,2.5,192.0,283000.0,задний,Левый,4.0,357000.0
4238,0,3.0d ,внедорожник,чёрный,дизель,5,2008,автоматическая,3.0,235.0,283000.0,полный,Левый,3.0,940000.0
4239,0,525i ,седан,чёрный,бензин,4,2006,автоматическая,2.5,218.0,284000.0,задний,Левый,4.0,477000.0
4240,0,3.0d ,внедорожник,чёрный,дизель,5,2008,автоматическая,3.0,235.0,284200.0,полный,Левый,4.0,995000.0
4241,0,530i ,седан,синий,бензин,4,2006,автоматическая,3.0,258.0,284244.0,задний,Левый,4.0,530000.0
4242,0,28i xDrive ,внедорожник,белый,бензин,5,2014,автоматическая,2.0,245.0,28467.0,полный,Левый,1.0,1590000.0
4243,0,730i ,седан,чёрный,бензин,4,1996,автоматическая,3.0,218.0,285000.0,задний,Левый,3.0,245000.0
4244,0,525i ,седан,чёрный,бензин,4,2004,автоматическая,2.5,192.0,285000.0,задний,Левый,4.0,500000.0
4245,0,4.4i ,внедорожник,чёрный,бензин,5,2005,автоматическая,4.4,320.0,285000.0,полный,Левый,4.0,540000.0
4246,0,520d ,универсал,серый,дизель,5,2007,автоматическая,2.0,177.0,285000.0,задний,Левый,3.0,625000.0
4247,0,518i ,седан,чёрный,бензин,4,1993,механическая,1.8,115.0,285000.0,задний,Левый,4.0,115000.0
4248,0,525i ,седан,чёрный,бензин,4,2003,автоматическая,2.5,192.0,285000.0,задний,Левый,4.0,499000.0
4249,0,520i ,седан,серебристый,бензин,4,1992,механическая,2.0,150.0,285900.0,задний,Левый,2.0,130000.0
4250,0,530i xDrive Steptronic ,седан,белый,бензин,4,2019,автоматическая,2.0,249.0,28594.0,полный,Левый,1.0,2750000.0
4251,0,520i ,седан,серебристый,бензин,4,2001,автоматическая,2.2,170.0,286000.0,задний,Левый,4.0,300000.0
4252,0,525i ,седан,чёрный,бензин,4,2003,механическая,2.5,192.0,286000.0,задний,Левый,3.0,440000.0
4253,0,320i ,седан,зелёный,бензин,4,1993,механическая,2.0,150.0,286000.0,задний,Левый,3.0,149999.0
4254,0,4.4i ,внедорожник,зелёный,бензин,5,2000,автоматическая,4.4,286.0,286000.0,полный,Левый,4.0,300000.0
4255,0,40i xDrive Steptronic ,внедорожник,коричневый,бензин,5,2019,автоматическая,3.0,340.0,2861.0,полный,Левый,1.0,7122997.0
4256,0,30i ,внедорожник,серебристый,бензин,5,2008,автоматическая,3.0,264.0,286260.0,полный,Левый,3.0,700000.0
4257,0,320i xDrive Steptronic ,седан,чёрный,бензин,4,2017,автоматическая,2.0,184.0,28700.0,полный,Левый,1.0,1797000.0
4258,0,520i ,седан,чёрный,бензин,4,1998,механическая,2.0,150.0,287000.0,задний,Левый,4.0,235000.0
4259,0,330i ,седан,красный,бензин,4,2002,механическая,3.0,231.0,287000.0,задний,Левый,4.0,390000.0
4260,0,320i ,седан,чёрный,бензин,4,2001,автоматическая,2.2,170.0,287438.0,задний,Левый,4.0,370000.0
4261,0,3.0i ,внедорожник,синий,бензин,5,2004,автоматическая,3.0,231.0,288000.0,полный,Левый,3.0,540000.0
4262,0,3.0si ,внедорожник,чёрный,бензин,5,2007,автоматическая,3.0,264.0,288000.0,полный,Левый,4.0,699900.0
4263,0,30d ,внедорожник,чёрный,дизель,5,2007,автоматическая,3.0,218.0,288000.0,полный,Левый,4.0,750000.0
4264,0,745i ,седан,чёрный,бензин,4,2001,автоматическая,4.4,333.0,289000.0,задний,Левый,4.0,330000.0
4265,0,323i ,купе,красный,бензин,2,2000,автоматическая,2.5,170.0,289000.0,задний,Левый,4.0,450000.0
4266,0,330i ,купе,чёрный,бензин,2,2001,механическая,3.0,231.0,289000.0,задний,Левый,2.0,680000.0
4267,0,745Li ,седан,чёрный,бензин,4,2004,автоматическая,4.4,333.0,289542.0,задний,Левый,4.0,330000.0
4268,0,520d xDrive Steptronic ,седан,чёрный,дизель,4,2018,автоматическая,2.0,190.0,28955.0,полный,Левый,1.0,2360000.0
4269,0,3.0i ,внедорожник,серый,бензин,5,2001,автоматическая,3.0,231.0,289754.0,полный,Левый,4.0,430000.0
4270,0,30d xDrive Steptronic ,внедорожник,чёрный,дизель,5,2020,автоматическая,3.0,249.0,2900.0,полный,Левый,1.0,5300000.0
4271,0,520d xDrive Steptronic ,седан,чёрный,дизель,4,2019,автоматическая,2.0,190.0,29000.0,полный,Левый,1.0,2599000.0
4272,0,4.4,седан,синий,бензин,4,2018,автоматическая,4.4,600.0,29000.0,полный,Левый,1.0,6300000.0
4273,0,25d xDrive Steptronic ,внедорожник,коричневый,дизель,5,2017,автоматическая,2.0,218.0,29000.0,полный,Левый,1.0,3100000.0
4274,0,320d Steptronic ,седан,чёрный,дизель,4,2017,автоматическая,2.0,190.0,29000.0,задний,Левый,2.0,1460000.0
4275,0,428i xDrive ,кабриолет,серебристый,бензин,2,2015,автоматическая,2.0,245.0,29000.0,полный,Левый,1.0,2090000.0
4276,0,118i ,хэтчбек,белый,бензин,5,2015,автоматическая,1.5,136.0,29000.0,задний,Левый,2.0,999000.0
4277,0,320d Steptronic ,седан,чёрный,дизель,4,2018,автоматическая,2.0,190.0,29000.0,задний,Левый,2.0,1730000.0
4278,0,18d xDrive Steptronic ,внедорожник,белый,дизель,5,2019,автоматическая,2.0,150.0,29000.0,полный,Левый,1.0,1900000.0
4279,0,20d xDrive Steptronic ,внедорожник,чёрный,дизель,5,2018,автоматическая,2.0,190.0,29000.0,полный,Левый,1.0,3100000.0
4280,0,30d xDrive Steptronic ,внедорожник,белый,дизель,5,2018,автоматическая,3.0,249.0,29000.0,полный,Левый,1.0,3500000.0
4281,0,4.4,внедорожник,чёрный,бензин,5,2016,автоматическая,4.4,575.0,29000.0,полный,Левый,2.0,4590000.0
4282,0,745Li ,седан,чёрный,бензин,4,2004,автоматическая,4.4,333.0,290000.0,задний,Левый,3.0,450000.0
4283,0,528i ,седан,серебристый,бензин,4,1999,автоматическая,2.8,193.0,290000.0,задний,Левый,4.0,220000.0
4284,0,35d ,внедорожник,белый,дизель,5,2009,автоматическая,3.0,286.0,290000.0,полный,Правый,2.0,1200000.0
4285,0,525xi ,седан,чёрный,бензин,4,2006,автоматическая,2.5,218.0,290000.0,полный,Левый,3.0,520000.0
4286,0,520i ,седан,синий,бензин,4,1992,механическая,2.0,150.0,290000.0,задний,Левый,4.0,200000.0
4287,0,328i ,купе,белый,бензин,2,2000,механическая,2.8,193.0,290000.0,задний,Левый,4.0,325000.0
4288,0,3.0d ,внедорожник,чёрный,дизель,5,2005,автоматическая,3.0,218.0,290000.0,полный,Левый,3.0,770000.0
4289,0,520i ,седан,чёрный,бензин,4,1990,механическая,2.0,150.0,290000.0,задний,Левый,4.0,204000.0
4290,0,520i ,седан,серый,бензин,4,1999,механическая,2.0,150.0,290000.0,задний,Левый,2.0,210000.0
4291,0,520i ,седан,серебристый,бензин,4,2001,автоматическая,2.2,170.0,290000.0,задний,Левый,4.0,245000.0
4292,0,3.0d ,внедорожник,серый,дизель,5,2006,автоматическая,3.0,218.0,290000.0,полный,Левый,3.0,790000.0
4293,0,520i ,универсал,синий,бензин,5,2001,механическая,2.2,170.0,291000.0,задний,Левый,4.0,375000.0
4294,0,530i ,седан,чёрный,бензин,4,2005,автоматическая,3.0,258.0,291000.0,задний,Левый,4.0,570000.0
4295,0,4.4i ,внедорожник,серый,бензин,5,2001,автоматическая,4.4,286.0,291449.0,полный,Левый,4.0,430000.0
4296,0,3.0i ,внедорожник,чёрный,бензин,5,2004,автоматическая,3.0,231.0,292000.0,полный,Левый,3.0,579000.0
4297,0,325i ,седан,голубой,бензин,4,2000,механическая,2.5,192.0,292013.0,задний,Левый,4.0,380000.0
4298,0,520d xDrive Steptronic ,седан,белый,дизель,4,2017,автоматическая,2.0,190.0,29300.0,полный,Левый,1.0,2470000.0
4299,0,28i xDrive ,внедорожник,синий,бензин,5,2016,автоматическая,2.0,245.0,29300.0,полный,Левый,2.0,2130000.0
4300,0,520i ,седан,чёрный,бензин,4,2012,автоматическая,2.0,184.0,293325.0,задний,Левый,1.0,714000.0
4301,0,520i Steptronic ,седан,чёрный,бензин,4,2019,автоматическая,2.0,184.0,29348.0,задний,Левый,1.0,2580000.0
4302,0,520d ,седан,чёрный,дизель,4,2008,автоматическая,2.0,163.0,293641.0,задний,Правый,2.0,750000.0
4303,0,523i ,седан,чёрный,бензин,4,1998,автоматическая,2.5,170.0,294000.0,задний,Левый,4.0,299000.0
4304,0,320d ,седан,чёрный,дизель,4,2009,автоматическая,2.0,177.0,294000.0,задний,Левый,3.0,550000.0
4305,0,520d Steptronic ,седан,чёрный,дизель,4,2018,автоматическая,2.0,190.0,29440.0,задний,Левый,1.0,2160000.0
4306,0,520d Steptronic ,седан,чёрный,дизель,4,2018,автоматическая,2.0,190.0,29440.0,задний,Левый,1.0,2160000.0
4307,0,318i ,седан,синий,бензин,4,2003,механическая,2.0,143.0,295000.0,задний,Левый,3.0,335000.0
4308,0,318i ,седан,чёрный,бензин,4,1998,механическая,1.9,118.0,295000.0,задний,Левый,4.0,220000.0
4309,0,30d ,внедорожник,чёрный,дизель,5,2010,автоматическая,3.0,235.0,295000.0,полный,Левый,3.0,1000000.0
4310,0,530i ,седан,чёрный,бензин,4,2001,автоматическая,3.0,231.0,295000.0,задний,Левый,3.0,1000000.0
4311,0,318i ,купе,серый,бензин,2,2002,автоматическая,1.9,118.0,295000.0,задний,Левый,3.0,295000.0
4312,0,528i ,седан,синий,бензин,4,1999,автоматическая,2.8,193.0,295000.0,задний,Левый,4.0,600000.0
4313,0,4.4i ,внедорожник,чёрный,бензин,5,2004,автоматическая,4.4,320.0,295000.0,полный,Левый,2.0,560000.0
4314,0,330i ,седан,серый,бензин,4,2005,автоматическая,3.0,258.0,296000.0,задний,Левый,4.0,560000.0
4315,0,530xi ,седан,синий,бензин,4,2006,автоматическая,3.0,258.0,296000.0,полный,Левый,4.0,550000.0
4316,0,123d ,купе,голубой,дизель,2,2010,автоматическая,2.0,204.0,296244.0,задний,Левый,1.0,526271.0
4317,0,730i Steptronic ,седан,чёрный,бензин,4,2018,автоматическая,2.0,249.0,29635.0,задний,Левый,1.0,3350000.0
4318,0,730d xDrive Steptronic ,седан,чёрный,дизель,4,2019,автоматическая,3.0,249.0,2964.0,полный,Левый,1.0,5966101.0
4319,0,3.0 xDrive Steptronic ,внедорожник,красный,бензин,5,2019,автоматическая,3.0,510.0,2965.0,полный,Левый,1.0,6300000.0
4320,0,4,купе,красный,бензин,2,2008,роботизированная,4.0,420.0,29700.0,задний,Левый,3.0,2200000.0
4321,0,750i xDrive Steptronic ,седан,чёрный,бензин,4,2017,автоматическая,4.4,450.0,29762.0,полный,Левый,2.0,3615000.0
4322,0,30d xDrive Steptronic ,внедорожник,синий,дизель,5,2018,автоматическая,3.0,249.0,29780.0,полный,Левый,2.0,4567000.0
4323,0,3.0i ,внедорожник,серебристый,бензин,5,2003,автоматическая,3.0,231.0,298000.0,полный,Левый,3.0,430000.0
4324,0,520d xDrive Steptronic ,седан,чёрный,дизель,4,2018,автоматическая,2.0,190.0,29820.0,полный,Левый,1.0,2360000.0
